Review,True Label,Predicted Label
"Based on the excellent novel, Watchers by Dean Koontz, is this extremely awful motion picture that probably shouldn't be viewed by anyone. Not since ""The Running Man"" have I seen a book butchered so far beyond recognition. The difference, however, is that ""The Running Man"" film was still enjoyable as an amusing action film laden down a million catch phrases. This film Nope, nothing remotely amusing. In fact, if you love the book, as I do, you'll hate this bastardization even more.<br /><br />**WARNING**CONTAINS SPOILERS** Rightio, I'm basically going to tell you the story here, almost in it's entirety. Why? Because you, dear reader, do not also need to suffer through this abominationit's okay for me, because I enjoy watching crap. Because I like complaining about sh*tty things. Now, on to the nasty: This film revolves around a boy and his mother running away from the government and a mutant-monkey-creature-soldier which escaped from a destroyed Government genetics lab with a super-smart golden retriever which the ""hero"" calls ""Furface."" Groan Trust me, in the novel, this story rocked. I'll get to that later. Anyway, the hero is none other that dreamy boy-child Corey Haim. Oh, I'm not kidding. Our hero runs around, crackly voice and all, trying to convince his Mom to help save this dog from the ""evil government"" which birthed him and made him genetically ultra-smart. The monkey-creature, retardedly referred to as an ""Oxcom"" (God help us) is also a genetic-stew of a creature built to be the ultimate fighter on battlefields of the future. Michael Ironside (Total Recall, Starship Troopersalways plays a badass) is also in this film, and no, I couldn't figure out how anyone convinced him this would be a good idea. He plays a government agent with the NSO hunting the dog and creature. Oh yeah, here's some spoilerama: He's also a creation from the government, and the same lab, and lo and behold spends most of the movie being a prick and killing peopleand all that killing is supposed to be done by the monkey-soldier. Instead of a rockin' kick-ass, creepy horror film, we have a rectal hemorrhage of a teenybopper horror flick. The dog's intelligence is discovered all-too-conveniently, and believed easier than we believe we can see clouds by looking outside. Breakdown!!<br /><br />Change from Book to Film:<br /><br />--Lead character (Travis) turned from man to boy-child.<br /><br />--Man's love interest in book (Nora), is now his motherand all her depth and character growth is completely gone.<br /><br />--Lem Johnson, black man, is now white Mr. Ironside. This matters as the character's strength was built on his heritage in the book.<br /><br />--Relationship between two authority figures completely ignored, Lem now kills the guy who was originally his best friend.<br /><br />--One principle character in the book is now totally absent, the ""immortal"" that hunted the heroes--maybe this is supposed to be Ironside, but then why is he someone else?<br /><br />--Dog never receives deserving name of ""Einstein"" in the movie.<br /><br />--No part of the book took place in a High Schoolat least nothing that had strong bearing on the plot.<br /><br />--Takes place over a matter of days, rather months like the bookunrealistic pacing.<br /><br />--Corey Haim's girlfriend in the movie appeared in no more than two chapters in the book--and they never met in the book.<br /><br />--Character of Lem Johnson is no longer cool-headed; instead, he's a total asshole that bullies his way through people.<br /><br />--Hero Travis was part of Delta Force (military segment specializing in hunting terrorists), instead, his Dad, who is never seen in the film, was part of that group.<br /><br />--Perceived intelligence in the monster now totally absent.<br /><br />--Subplots involving Soviets and The Mob completely gutted out of the story.<br /><br />--These are just the most obnoxious changes, and the one's I could remember off hand (and a day later).<br /><br />The Good:<br /><br />--Eventually, after 90-odd minutes of pain and mental anguish, the movie ended.<br /><br />Didn't Hurt It, Didn't Help It:<br /><br />--Michael Ironsideusually, I like him.<br /><br />--The dog is still fairly likable.<br /><br />--Wacky ""totally 80's"" title screen.<br /><br />The Bad:<br /><br />--Okay, the writing for one is extremely awful.<br /><br />--The direction is so half-assed that anyone watching the film will feel superior to everyone involved in it.<br /><br />--The acting is crappy and weak, especially from Corey Haim.<br /><br />--Loose, weak, watered down story.<br /><br />--The monster looks just pathetic, that is, when we are actually allowed to see the bloody thing. Its head is gigantically over-sized, the yellow eyes that were so much a part of the thing in the book are seen for no more than two seconds. Instead of a lean, powerful, fast, intelligent killing machine, we have some jackass in a puke-ugly monkey suit forced upon us.<br /><br />--Absolutely no character development.<br /><br />--Even the violence and gore are done poorly, for f*ck sakes, this is supposed to be a HORROR film!! Usually violence is at least done well!<br /><br />The Ugly:<br /><br />--The idea that Dean Koontz whored out his brilliant novel to become this filthy f*cking piece of sh*t brings me dangerously close to vomiting all over myself and anyone near me. There are movies worse than this (headache-inducing as that idea may seem), but so far, only ""Alien vs Predator,"" at least to me, is a bigger travesty and more painful disappointment. <br /><br />Memorable Scene: Watching the end credits start.<br /><br />Acting: 3/10 Story: 4/10 (the novel was really good, this is just terrible) Atmosphere: 5/10 Cinematography: 4/10 Character Development: 1/10 Special Effects/Make-up: 4/10 Nudity/Sexuality: 0/10 Violence/Gore: 4/10 Music: 5/10 Direction: 3/10<br /><br />Cheesiness: 7/10 Crappiness: 9/10<br /><br />Overall: 3/10<br /><br />I would recommend that no one watch this movie ever, except for a few extreme die-hard horror fansand only if you haven't read the novel. Instead, I would recommend that anyone interested in this avoid it entirely and buy/check/borrow the book.<br /><br />www.ResidentHazard.com",0,0
"did anyone notice?when miss brook went skinny dipping,she left the water wearing white bikini bottoms and yet had previously taken it all off to join cabin boy.this could have been a good film without miss brooks phony accent and a year on the island please.how come that Kelly looked always clean and ready for a FM photo shoot.what started out with premise turned in to soft porn.and billy Zane come on,you cant be that hard up for film offers.check out dead calm.also when the people took her away ,how come she scoffed her face and after all that time didn't feel like throwing up.i suggest billy find decent scripts,Kelly stick to photo shoots and cabin boy play the son of Zorro in a future sequel.",0,0
I remember when this came out it was the first kung fu film ever seen around our way and we were all excited about seeing it for sure .Although the action was mediocre at best it gave us our first taste of kung fu and our first taste of bad dubbing as well as bad film making or more precisely the way Chinese people were making films at the time . They were admittedly inferior wlthout question but there was entertainment value here and that caught on for sure . The kung fu craze had begun and Bruce Lee and ''The Chinese Connection'' would soon follow either that or ''The Chinese Boxer'' with Jimmy Wang Yu . In any case this film was chosen to lead the way .,0,1
"I don't know what it is about the crew from CKY, but everything they produce seems to be genius in its simplicity and stupidity. Haggard is so incredibly dumb and funny that it's almost comedic excellence. Sometimes it makes absolutely no sense, but who cares?<br /><br />It made me laugh my ass off. A must-have for the CKY/Jackass aficionado!",1,1
"Don't let any reviews (critics, IMDb users or mine) influence you seeing this movie. I read only the plot premise and became intrigued. After watching, this movie, in my opinion, is definitely worth seeing. It gives a perspective on life that many have probably not contemplated. Its is not however, as Leland himself says, a movie that ""can be wrapped up in a neat package with a bow and everything."" Other user reviews on this website claim to have a psychological background and imply that the story is not feasible. Quite obviously they missed the entire point of the movie, which is disappointing. to say the least.<br /><br />In short, it is a well acted, well directed movie. The story is not a feel good one, but I feel if you don't come away from the movie feeling good, you may just have missed something. To characterize it as ""art house"" is unfair, in my opinion, but as our society likes labels, this is probably the one that fits. If you find you know everything there is to know about the world... I'd suggest skipping this one. If you feel movies should be a form of escape ""from the world""... you won't find it here. But if you do watch it... you just might find something in yourself.",1,1
"Okay people, I have to agree with almost everyone else's reviews here. The characters. Are. Stupid. They're ALL stereotypical, and yet have nice clothes and are always skinny.<br /><br />Don't even get me started on Jamie Lynn's role as ZOEY. Zoey is a pretty, popular, tan, blonde young teen who everyone just LOVES! She has a ""rebellious"", great, personality that everyone agrees with no matter how dumb or extreme it is. Most annoying of all: her voice is so darn bubbly and obnoxious. ""OMG!""<br /><br />Take for example the first episode. The moment she steps onto the huge PCA campus, everyone seems to love her. The boys want to ask her out, the girls want to be her friend, etc. Thinking she's all that, the episode plays out with Zoey always being the center of attention; she is the so-called best player of the unofficial girls basketball team, confident, and has everyone pity her when she weakly gets hit in the face. Oh boo-hoo.<br /><br />My favorite character by far is this whole series is a girl that appears much later into the show, Lauren or something, who is the ONLY person ever introduced in the show to hate Zoey.<br /><br />And Zoey doesn't even seem to be very loyal to her friends sometimes. In one episodes she even calls her friend a freak without EVER apologizing and doesn't show the least bit regret in doing so.<br /><br />Zoey is ALWAYS the best:<br /><br />-Desiging professional T-shirts and backpacks (which become a big hit)<br /><br />-coming up with VERY elaborate schemes BY HERSELF to teach a single person a lesson. <br /><br />-Flawless grades <br /><br />-Taking the blame for stuff that wasn't even related to her just so everyone else could be happy.<br /><br />-Coming up with a commercial that was so good it was put on TV. The list goes on and on...<br /><br />Ugh. She has no acting talent. She's always the perfect person. She acts snotty and rebellious and preppy and...UGH! Can't stand her.<br /><br />Not only that, but everyone in the show always has great clothes. EVEN THE NERD! Her wardrobe is better than mine, and mine is pretty freaking decent.<br /><br />No one cares if everyone at PCA loves you, Zoey, and would do anything for you, even if it meant giving their right arm.<br /><br />BUT regardless of these cardboard characters, the plots are creative. Not everyday things. They're interesting and amusing. The humor is usually good-natured and fun, but the characters are so paper flat that it's hard to enjoy it.<br /><br />This show would be really good if Dan Schnieder put a bit more time thinking of the type of characters he wanted, because they are so typical, so boring that's it's lame and stupid.<br /><br />Point: No one's the least bit overweight, everyone has stylish clothes, Zoey is the definition of Mary-sue, the story lines are well-thought out, and the humor is laughable. But again, I want to emphasize that the characters taint the show. Watch the show if you must, but don't say I didn't warn you if your eyes start to bleed.",0,0
"I think this is one of those few movies that I want to rate it as low as possible just to pay it a compliment.<br /><br />I haven't seen this movie in about 25 years, so I really can't say that much about it. It still seems to be very hard to find on video. But I remember my brother and I stumbled upon it somewhere in the toxic brew of late night UHF channel television of the mid 1980s when I was about 10 years old. So I've never actually seen the beginning of the movie, but I saw most of it. The first thing I remember is this couple is sneaking out of a campsite and they're rowing to an island to make out, and then they get attacked by an insane Scotsman in a kilt with an axe! They manage to escape from him but get attacked by the Loch Ness Monster, which in this movie is just a head and a neck with no body. The eyes and the mouth of the monster don't even move, it looks like a piñata.<br /><br />I mean I had just literally never seen anything on this magnitude before and it totally blew my mind. I had seen some bad movies on TV in the early 80s but I had never seen something so totally inept and so casually and thoughtlessly constructed that it seemed like the people who made it spent less time and effort on it than we did watching it. I had already seen some of the Troma films and that type of thing that tries to deliberately be ""campy"", but this was the pure and real stuff and it was my first encounter with truly great bad film-making. This movie was like the last gasp of the drive-in era and I caught a whiff of it just in time. Actually when we were watching it, we couldn't figure out if it was made in the 50s or the 70s. Turns out it came out just a few years before I saw it.<br /><br />Later I came into contact with Mystery Science Theater and found out about a lot of the old B movies and serials, but I had already seen it in this movie. The movie is so funny that I had never even laughed that hard at the Monty Python crew or Bill Murray or any comedian. After seeing this movie I was always trying to search for the ""good bad"" movies and I got a lot of my friends into it. But this movie was and basically is an impossible one to find. I never really found out what it even was or who Larry Buchanan was until the 1990s when IMDb took off and the internet took off and information started getting passed around. But this movie still needs to be discovered by a lot of others who might appreciate its transcendentally bad qualities. Look for it.",0,1
"As other reviews have stated, there are a few missing videos from this collection, but what is on this disc is overwhelming. There are two separate soundtracks, an original recording and a completely redone new performance version. Any new music from the Residents is welcome, and I suppose for a first time listener, the new version may be more ear-friendly, but I prefer the original recordings (probably simply because they are ""the originals"". Production of this DVD is amazing, new and old videos are all interesting, with live performance videos probably the least interesting of what is offered (although the snippets of live recordings hidden as easter eggs are extremely welcome). This is not a renter, this is a must own collection. Enjoy.",1,1
"It was awful plain and simple. What was their message? Where was the movie going with this? It has all the ingredients of a sub-B grade movie. From plotless storyline the bad acting to the cheesey slow-mo cinematography. I'd sooner watch a movie I've already seen like Goodfellas, A Bronx Tale, even Grease. There are NO likeable characters. In the end you just want everyone to die already. Save 2 hours of your life and skip this one.",0,0
"I really wanted to like this movie, because I love Troma and loved the trailer and loved ""Ghouls,"" another of Ferrin's films. It did have some almost-good moments, like the oldies love song playing over the car crash scene, and a scene near the end where the protagonist gets some closure. But on the whole, it was just boring and mildly unpleasant.<br /><br />The ""unimaginable"" shocks that Ferrin came up with were really predictable and worn-out. Poop, murdering prostitutes, incest. Could have still been good, but poorly done. Unsure whether it was trying to offend, amuse, or both. Ultimately did neither.<br /><br />IN conclusion, we watch Troma movies because we want films with heart. This film did not consistently feel like it had heart. There were some good scenes, but ultimately it was dull and unpleasant.",0,0
"This is possibly the worst of the worst. I am a huge fan of the horror movie industry and I can believe this movie was allowed to be made. The acting was juvenile and the story completely idiotic. The camera work was also juvenile. One scene that comes to mind is outside a store. It is nighttime and you can see the moon, yet the characters all have shadows that cast on the wall. There was no street light to be seen. One character gets gutted at one point, yet manages to resurface later after removing herself from a post. Come on!!! It felt like I was watching a middle school play. I kept expecting the characters to wave to their family members off camera and mouth ""hi mom"". I can only give it two positive comments...it ended and it was good for a laugh. Please do not rent this movie!!!!",0,0
"I agree with with of the messages on here that the book is not like the movie. I read the book as a sophomore in high school in Sumter SC. I instantly fell in love with the book and eagerly awaited the release of the mini series. As much as I liked the movie and thought it was very well done, I was disappointed that the movie did not follow the book. I was glad the Orry was not killed off like he was in Love and War or N&S II.<br /><br />Having grown up in SC and graduating from University of SC, I fell in love with southern history because of this mini series and book. I had the honor of meeting John Jakes at a symposium in 1988 at USC. I stayed around afterwards and meet Mr.Jakes. Unfortunately, I did not get to ask him a question. But meeting him was honor enough. I majored in accounting but got my minor in Southern Studies. In addition, I patterned a lot of my mannerisms after Orry Main. Orry and myself are very much alike. I feel I was born 150 years too late. I am a southern gentleman and very proud of this.<br /><br />Well I fell in love with 2 women in the movie....Genie Francis and Wendy Kilbourne. Man, did I have the hots for Wendy!!!! I never quite could find a real life version of her. I hope one day too!!!",1,1
"While many pass this off as a B movie it is, indeed, a first class comedy that is well-written and acted. Red Skelton is great as Wally Benton better known to radio fans as The Fox. Ann Rutherford is perfect as Wally's fiance Carol Lambert. Conrad Veidt leads a very well cast gang of criminals. I read one account of this movie which states that Vincente Minelli directed this film, not unless he changed his name to S. Sylvan Simon, who directed all three of the Fox movies. This is a very entertaining film made when imagination was encouraged. So get over your black and white prejudice if you have one, sit back and enjoy a truly great comedy. This was also Red's first starring role. Take note during the climax of the reference to Orson Welles' War Of the Worlds broadcast.",1,1
"This film has an excellent premise and is really crying out to be turned into a Hollywood blockbuster. As I recall (and it's a few years since I've seen the film) the action starts with a London omnibus filled with people. There is an horrific crash and one passenger dies. The rest of the film is then told in flashback, with 13 characters who were on the bus getting their recent lives explored in intricate detail. At the end of the film we return to the crash and find out which of these chirpy, vivid characters has met a gruesome end. Great stuff, a little like a good tabloid news story fleshed out in precise, even handed detail. If only it were available on video...",1,1
"Oh, boy, it's another comet-hitting-the-earth film. Coming within a year or two of Deep Impact, Armageddon, Space Cowboys and various other stupid flicks with rap stars in them, you'd think people would be burned out on this concept. Apparently not, since I rented it, hoping it MIGHT not be awful: Dennis Hopper was in it, after all, and he's a good actor, right?<br /><br />I forgot something important: along with Peter O'Toole, Robert De Niro and quite a few other esteemed actors, Hopper has a penchant for appearing in dreadful films. Not only that, but he seems to prepare for them by taking forget-how-to-act classes. His performance in Tychus is so awful that you expect Divine or Edith Massey to appear in some scenes.<br /><br />I don't know what else to say about this rubbish, other than if you're into things crashing into the earth films, watch Deep Impact, and then Armageddon and Space Cowboys at a stretch. Forget the others altogether. This one really is bottom of the pile.",0,0
"Italian rip off of Mandingo and The Drum is a badly dubbed Italian life on the plantation yarn. Lots of people who don't look like they belong in the American South wear badly tailored costumes and wander around locations that look nothing like the American south. The plot has something about the romance between a rich man and a certain young woman, the jealousy that ensues and the tragedy that follows. The film promises hot steamy sex and lots of twisted violence but nothing ever really comes of any of it, its all tease. Its all probably racially insensitive, I couldn't notice since its artistically bankrupt. The final twist is at best laughable. A major turkey.",0,0
"I remember all the hype around this movie when Aaliyah was killed. Being a fan of Ms. Rice's novels, my first thought was ""how can they do Queen Of The Damned without doing Vampire Lestat first?""<br /><br />Having finally seen the movie, now I can see how they did it. If you have read these books, imagine taking out the gory parts from Vampire Lestat, cramming Marcus and Marius into one character, and removing everything to do with Lestat's beginning (the wolf hunt, his violin playing, the Theatre Of The Vampires, and also Louis, Claudia, and Gabrielle), then in the last 15 minutes cramming in Queen Of The Damned.<br /><br />What we loose is a very important piece of Lestat's character. His inner agony of having to kill to live, the fact that he carefully tries to select killers as his victims, and his love-hate relationship with Louis, Armand, Gabrielle, and all the other vampires.<br /><br />Also important to the story is that we loose the ""Story Of The Twins"", which is the Genesis of Ms. Rice's vampires. And while I am sure the cannibalism was to intense for showing on the screen, they could have done something closer, and showed us more of ancient Egypt.<br /><br />Even worse, we have this love interest thrown in between Jessie and Lestat. The Vampire Chronicles is basically an American Yoni story. For those that do not know, Yoni is another form of Hentai (Japanese Porn Comics). But in Yoni, it is about gay male relationships, told by a female. While I am sure many men object to the ""gayness"" of the characters, in this movie they went to the far extreme the opposite way. For instead of Lestat persueing killers, he goes after young female groupies.<br /><br />And the other flaws in logic and storyline are vast. At the beginning Lestat emerges from a century long sleep, then later on asks Marius how he made it through the 1950's in red velvet. Marius has no idea who Elvis is, and says he slept through that period. Makes you wonder how Lestat knows about 50's fashion and music, since he slept through the same time period himself. And nothing is ever even mentioned about Louis, Claudia, or Gabrielle. I think that is a huge shame. Is like seeing ""Snow White and the 3 Dwarfs"".<br /><br />Overall, the movie I thought was really bad. About the only good thing about it was the soundtrack. Most of the acting was poor, the accents drove me up the wall, and all of the really in-depth parts of the book were removed, leaving us only with a hollow shell, kind of like Enkil after he was sucked dry.<br /><br />If you want to see a good modern vampire movie, get Lost Boys, the original Interview With A Vampire, or even some old episodes of Dark Shadows. Let this one Rest In Piece, with a stake through the heart, cloves of garlic around the neck, and a vial of Holy Water in the mouth.<br /><br />In ending, remember that before Aaliyah was killed, this was intended to go straight to video, no theatrical release was planned. It is obvious now why this was. It is only sad that somebody as talented as she will be remembered for this dog of a movie, instead of something where she really might have shined.<br /><br />I rate this a 2 on a scale of 1-10.",0,0
"From the start this film drags and drags. Clumsy overdubs explaining the history, monochrome acting, boring sets, total lack of any humanity, verve or style. The actors look as if they are drugged. Potentially an interesting story completely wasted. Surely somebody realised how bad it was at some point in producing it?",0,0
"If you're a kid liking fairy tale ""real life"" adventures, see it. If you're a youth liking kids movies, why not see it? :) If you're a parent going to see a movie with your kids, you're WAY better of opting for the squirrel!<br /><br />The start of this film was a bit funny, and set some good premises for the happenings to take place. But after the kind of funny introduction of characters, settings and potential conflicts, the story turned out kinda dull. When more or less the same things happen for the third and fourth time, the word ""predictable"" repeatedly comes to mind just like parts of a dented LP or those commercials you really hate. And the culmination of the plot... *oh sigh*... poor, poor, poor!",0,0
"This movie's one redeemable quality (besides Ator's barely-there loincloth) is the hilarious acting on the part of the bad guy, Zor. This wonderfully overplayed villain has a certain...oh, Shakespearean presence that made this movie bearable (hence the 2). I just giggled every time he pirouetted, lifting an incredulous eyebrow to henchman or hero. A true example of someone not getting paid enough. (And that BEARD!)<br /><br />Now really, what was with the 12-minute hang-glider scene? Really, really, really bad. I can't emphasize that point enough.<br /><br />So, seriously, if you even deign to see this movie, watch the Mystery Science Theater 3000 version. With those dear silhouettes has many a horrendous movie been tolerated.",0,1
"A huge cast gathered for this remake which sadly was a box office failure notwithstanding a great sound track. I can't say it was riveting entertainment, nor a cure for insomnia. Nevertheless I enjoyed the film - it provided the escape I was after one afternoon. A good look for those of us looking for the ideal life, albeit a fantasy. Expect some corny moments, few thrills, and an occasional laugh.",1,1
"The joy and tragedy of the Christmas Season lies in the fact that it mostly revolves around family. That is why some people call it ""the children's holiday."" As we age, natural attrition and progress removes the people and the things that gave us our special memories. John Denver, in one of his sweetest roles, plays George Billings, a successful NYC architect and new widower who lost his wife about a year earlier. His life is focused around his 9 year old daughter, Alex; both are still grieving their loss. George is trying his best to make this a special Christmas for his daughter. Enter his boss, Thomas Renfield (roguishly played by the wonderful Col. Flagg of M*A*S*H guy, Edward Winters), who sends George to Georgetown, CO to explore a possible real estate deal. Lying to his daughter that the purpose of the trip is a vacation rather than work, George and Alex fly into town, where they're immediately met by a collection of loving generous but somewhat eccentric group of characters whose main eccentricity is that they all believe in Santa Claus. Georgetown is a picture book community we'd all love to live in and we'd love the people for neighbors. George soon meets a love interest in Susan (Jane Kazmarek.) Were it not for the grinch (Renfield) it would be an ideal time. But the fact is, he is in town to find property for Renfield to develop, and there is a nice ranch near town about to be foreclosed, and the dark edges of the movie revolve around the impending foreclosure and the reactions of the townies, the rancher, and the outsiders. I won't spoil the ending for those who've never seen the movie. It's a typical happy Christmas ending, but it's handled in a fairly subtle and believable way that shows the best in the human spirit without being too syrupy. All in all, this is a most pleasant way to spend a couple of your Christmas TV hours. John Denver and Jane Kazmarek have nice chemistry and Gennie James as Alex does a real nice job. I've always loved the work of Mary Wickes, a recognizable character actress, and all of the other cast members do a nice job with less meaty parts. This is a regular Christmas fare for my family; I rate it 4/5.",1,1
"Based on the Elmore Leonard novel of the same name, Killshot suffers from a lack of focus, direction, and creativity  all elements which the original story likely had, and negative test screenings forced severe edits, (including the complete excising of a character) resulting in a film that feels almost nothing like a Leonard story. Far too many characters populate a storyline too simplistic and straightforward (not a typical trait of the author's work) and the focus continually switches between two hit men who are difficult to like and a troubled couple who don't command our sympathy. While the story itself provides precious few twists and turns, sadly by the end of the film its appeal still remains a mystery. <br /><br />Washed-up hit-man Armand ""The Blackbird"" Degas (Mickey Rourke) follows a strict code during his missions that inadvertently sours his latest assignment. Now on the run from his former employer, he haphazardly joins forces with inept misfit criminal Richie Nix (Joseph Gordon-Levitt) to gain some quick cash by extorting a wealthy realtor. When struggling couple Carmen and Wayne Colson (Diane Lane and Thomas Jane) are privy to the thieves' blundered plot, they are forced into hiding as the crazed killers will stop at nothing to silence the two witnesses. <br /><br />Killshot proves that being based on an Elmore Leonard novel isn't grounds for immediate success or even a promising adaptation. The characters, situations, and even resolutions in the film are all tired and unoriginal and only very randomly hint at something more. It's not that there wasn't potential, especially when Rourke's black-garbed, calm and collected assassin perfectly executes a hit during the opening scene  purpose and principals are just continually abandoned as each minute ticks away. The style and manner in which each character is introduced is the most intriguing; visually the roles of Bird and even Wayne are fleshed out befittingly, giving immediate interest and depth to personas that typically end in a creative impasse.<br /><br />The pairing of the cold and calculating Black Bird with the irrational and explosive Richie is an enticing combination (comparisons to Fargo would be extravagantly too kind), except that each character seems to slowly lose track of the traits that kept them initially interesting. As Richie starts picking up the more experienced killer's habits, Bird loosens his grip on his own methods of murder. Regardless of what he sees in his momentary lighthearted fling with Donna (Rosario Dawson), it's hard to imagine that his final confrontation with panicky Carmen would provoke a confession of his true nature and subsequent carelessness that drastically affects his outcome. Likely or not, this is Killshot's unfortunate downfall  and little entertainment can be garnered from these characters who steadily lose their originality by continually contradicting the habits that once made them intriguing. <br /><br />- The Massie Twins",0,0
"This film tries very hard to be an ""action"" film, but it fails miserably.<br /><br />Steve Guttenberg plays the head of an elite counter-terrorist team that fails (?) in attempt to keep a mysterious group from stealing a deadly nerve agent.<br /><br />The story...the acting...the special effects...ALL FALL FLAT!!!<br /><br />Definitely A MUST AVOID!!!!",0,0
"Formulaic slasher film, only this one stars three ten year olds (all born during a lunar eclipse) as the killers. Nice, huh? A little bit of gore and a nice nude scene may make this worthwhile for diehard fans of the genre, others beware.<br /><br />*1/2 out of ****",0,0
"John Leguizamo's one man show is both funnier and more involving than most movies you'll see. A number of devices, such as slide projectors, are used to enhance the story, but this is essentially good old-fashioned performance art. In particular, check out his hilarious rendition of ""I Will Survive"". *Highly* recommended.",1,1
"I'm just getting the chance to dig into past Austen films, and I picked this up because Persuasion is, has been, and always will be, my favorite work by Jane Austen, and Anne Elliot my favorite Austen heroine. So it was with great anticipation that I popped the disc into my player.<br /><br />I wasn't disappointed, either. I knew there were bound to be some draw-backs, so I'll state them, and try not to be too thick about them. Anne Elliot is the most introverted of Austen's characters; she is the least talkative and the least witty. There are passages in the book where Anne says nothing - only her feelings are described. This works fine in print, but how to successfully transfer this to the big screen? Short of doing thoughtful voice overs (which would grow tedious over four hours) you're left with a long succession of shots where the heroine says little or nothing, and must communicate all by her facial expression. This can leave the feeling that the film is slow, and lacking in purpose. If you need a more overt style of Austen, then certainly this film is not for you; but if subdued is more your style, and you tend to pick up on unspoken 'vibes', this will fulfill all expectations.<br /><br />Anne Firbank (as Anne Elliot), is, thankfully, an actress whose face can convey much. She looked as I had always imagined Anne Elliot would look: not a knockout - Anne wasn't supposed to be the elegant one of the family - nor in her first youth - which is also highlighted occasionally by the lighting and make-up. What you see is someone who is very like Austen's character: someone whose appearance you might pass over once; but hear her speak, and look more closely, and she grows more attractive the better you know her. This is Anne Elliot, as brought to life by Anne Firbank.<br /><br />Captain Wentworth's portrayal is ably handled by Bryan Marshall. The bitterness is never apparently obvious (save at the concert scene); and, yes, I found it hard to believe he wound find Louisa Musgrove interesting as she was shown. But that is another point of Austen's book: he did not find her interesting, he TRIED to find her interesting, and, ultimately, failed (sigh of relief). So this, too, fits with Austen's original story.<br /><br />I especially liked the portrayal of Lady Russell, who I thought in the book was not portrayed as TRULY bad; this also comes out in this adaptation.<br /><br />So this is one film which closely followed the book; I could write much more about how faithfully everything was reproduced, but I'd run out of space here. Charles Musgrove remained one of the most buoyant characters (good fun), Mary the most annoying (I was dying to have her just shut up - but I had that feeling when I read the book, too), captains and the admiral I thought charming.<br /><br />The cinematography I thought a trifle stiff. There was little or practically no fade from one screen to another - perhaps this is due to it being a TV movie. One scene - CHOP! - the next scene, the actors enter from right, proceed left, and - CHOP! - another scene, where the same thing happens. This was the only part of the movie which I felt cheated me a little. A Low Budget has to show itself somewhere, I suppose.<br /><br />And, as I said earlier, if you like some pace to go with Jane Austen, don't bother with this one, as you'll find it way too slow. I enjoyed it enormously, though, as it brought a wealth of detail (the sets were richly elegant!) to an excellent adaptation of my favorite Austen novel. I highly recommend it!",1,1
"I bought this movie for 99 cents at K-mart several years back (along with ""Hawken's Breed"") figuring anything with Gabriel Byrne and Amanda Donahoe is surely worth that much. It wasn't. ""Dark Obsession"" (the title I bought it under) was a slight cut above ""Hawken's Breed"" (IMBD rated at 2.4), but not enough to allow me to even keep it in the house. I threw both movies in the trash.<br /><br />This thing fails on so many levels it's hard to narrow it down, but let's just say it's tawdry, incredible, boring, hedonistic, confusing and even at 100 minutes, way too long.<br /><br />I love Byrne as an actor, but this schlock really looks bad on his resume.",0,0
"Tiny Toons is the first cartoon I remember watching as a child and I loved every minute of it. When I was four or five my parents purchased the video How I Spent My Vacation. I watched it over and over again until I new every word. Well a few days ago my three year old cousin came over and I had to entertain him. I decided to show him this old relic of my childhood. <br /><br />I new he would laugh but I was surprised how much I laughed. Like every Tiny Toons film and episode the humor is based more on wackiness and slapstick humor and succeeds tremendously. Bugs, Babs, Plucky Duck, Maton Pig, and Fifi all endure amazing adventures from Bugs and Babs white-water rafting with a little help from Superman, Plucky Duck and Maton pig travel to the greatest amusement park only to ride the monorail, and Elmyra goes on an odd quest to find cute kittens in a safari land.<br /><br />Some of the classic humor stands in this Tiny Toon Adventure and is some of the best wacky comedy I've ever seen. My favorite gag had to be the monorail thing when Hamton and Plucky arrive, ride the monorail, and leave )much to Plucky's dismay). No matter what your age you'll laugh yourself to tears while not having to deal with language and nudity.<br /><br />Tiny Toons Adventures: How I Spent My Vacation. Starring the voices of: Charles Adler, Tress MacNeille, Joe Alaskey, and Don Messick.<br /><br />5 out of 5 Stars.",1,1
